GWAS_locus	Cytoband	Lead_SNP	Gene	name	value
24	2q37_3	rs34290285	ING5	Novel_loci	0
24	2q37_3	rs34290285	ING5	Nearest_gene	0
24	2q37_3	rs34290285	ING5	V2G	0
24	2q37_3	rs34290285	ING5	DEPICT	0
24	2q37_3	rs34290285	ING5	MAGMA	0
24	2q37_3	rs34290285	ING5	cis_espQTL	1
24	2q37_3	rs34290285	ING5	trans_pQTL	0
24	2q37_3	rs34290285	ING5	Coding_CS	0
24	2q37_3	rs34290285	ING5	Coding_LD	0
24	2q37_3	rs34290285	ING5	Coding_Lit	0
24	2q37_3	rs34290285	ING5	OMIM	0
24	2q37_3	rs34290285	ING5	DEG_AD	0
24	2q37_3	rs34290285	NEU4	Novel_loci	0
24	2q37_3	rs34290285	NEU4	Nearest_gene	0
24	2q37_3	rs34290285	NEU4	V2G	0
24	2q37_3	rs34290285	NEU4	DEPICT	1
24	2q37_3	rs34290285	NEU4	MAGMA	0
24	2q37_3	rs34290285	NEU4	cis_espQTL	0
24	2q37_3	rs34290285	NEU4	trans_pQTL	0
24	2q37_3	rs34290285	NEU4	Coding_CS	0
24	2q37_3	rs34290285	NEU4	Coding_LD	0
24	2q37_3	rs34290285	NEU4	Coding_Lit	0
24	2q37_3	rs34290285	NEU4	OMIM	0
24	2q37_3	rs34290285	NEU4	DEG_AD	0
24	2q37_3	rs34290285	PDCD1	Novel_loci	0
24	2q37_3	rs34290285	PDCD1	Nearest_gene	0
24	2q37_3	rs34290285	PDCD1	V2G	0
24	2q37_3	rs34290285	PDCD1	DEPICT	1
24	2q37_3	rs34290285	PDCD1	MAGMA	1
24	2q37_3	rs34290285	PDCD1	cis_espQTL	1
24	2q37_3	rs34290285	PDCD1	trans_pQTL	0
24	2q37_3	rs34290285	PDCD1	Coding_CS	0
24	2q37_3	rs34290285	PDCD1	Coding_LD	0
24	2q37_3	rs34290285	PDCD1	Coding_Lit	0
24	2q37_3	rs34290285	PDCD1	OMIM	0
24	2q37_3	rs34290285	PDCD1	DEG_AD	1
24	2q37_3	rs34290285	RTP5	Novel_loci	0
24	2q37_3	rs34290285	RTP5	Nearest_gene	0
24	2q37_3	rs34290285	RTP5	V2G	0
24	2q37_3	rs34290285	RTP5	DEPICT	0
24	2q37_3	rs34290285	RTP5	MAGMA	0
24	2q37_3	rs34290285	RTP5	cis_espQTL	0
24	2q37_3	rs34290285	RTP5	trans_pQTL	0
24	2q37_3	rs34290285	RTP5	Coding_CS	0
24	2q37_3	rs34290285	RTP5	Coding_LD	1
24	2q37_3	rs34290285	RTP5	Coding_Lit	0
24	2q37_3	rs34290285	RTP5	OMIM	0
24	2q37_3	rs34290285	RTP5	DEG_AD	0
25	3p26_1	rs11130215	BHLHE40	Novel_loci	0
25	3p26_1	rs11130215	BHLHE40	Nearest_gene	1
25	3p26_1	rs11130215	BHLHE40	V2G	1
25	3p26_1	rs11130215	BHLHE40	DEPICT	1
25	3p26_1	rs11130215	BHLHE40	MAGMA	0
25	3p26_1	rs11130215	BHLHE40	cis_espQTL	1
25	3p26_1	rs11130215	BHLHE40	trans_pQTL	0
25	3p26_1	rs11130215	BHLHE40	Coding_CS	0
25	3p26_1	rs11130215	BHLHE40	Coding_LD	0
25	3p26_1	rs11130215	BHLHE40	Coding_Lit	0
25	3p26_1	rs11130215	BHLHE40	OMIM	0
25	3p26_1	rs11130215	BHLHE40	DEG_AD	0
26	3p24_3	rs9683201	SATB1	Novel_loci	0
26	3p24_3	rs9683201	SATB1	Nearest_gene	1
26	3p24_3	rs9683201	SATB1	V2G	1
26	3p24_3	rs9683201	SATB1	DEPICT	1
26	3p24_3	rs9683201	SATB1	MAGMA	1
26	3p24_3	rs9683201	SATB1	cis_espQTL	1
26	3p24_3	rs9683201	SATB1	trans_pQTL	0
26	3p24_3	rs9683201	SATB1	Coding_CS	0
26	3p24_3	rs9683201	SATB1	Coding_LD	0
26	3p24_3	rs9683201	SATB1	Coding_Lit	0
26	3p24_3	rs9683201	SATB1	OMIM	0
26	3p24_3	rs9683201	SATB1	DEG_AD	0
26	3p24_3	rs9683201	TBC1D5	Novel_loci	0
26	3p24_3	rs9683201	TBC1D5	Nearest_gene	0
26	3p24_3	rs9683201	TBC1D5	V2G	0
26	3p24_3	rs9683201	TBC1D5	DEPICT	1
26	3p24_3	rs9683201	TBC1D5	MAGMA	0
26	3p24_3	rs9683201	TBC1D5	cis_espQTL	0
26	3p24_3	rs9683201	TBC1D5	trans_pQTL	0
26	3p24_3	rs9683201	TBC1D5	Coding_CS	0
26	3p24_3	rs9683201	TBC1D5	Coding_LD	0
26	3p24_3	rs9683201	TBC1D5	Coding_Lit	0
26	3p24_3	rs9683201	TBC1D5	OMIM	0
26	3p24_3	rs9683201	TBC1D5	DEG_AD	0
27	3p24_3	rs11914608	SATB1_	Novel_loci	0
27	3p24_3	rs11914608	SATB1_	Nearest_gene	1
27	3p24_3	rs11914608	SATB1_	V2G	1
27	3p24_3	rs11914608	SATB1_	DEPICT	0
27	3p24_3	rs11914608	SATB1_	MAGMA	0
27	3p24_3	rs11914608	SATB1_	cis_espQTL	0
27	3p24_3	rs11914608	SATB1_	trans_pQTL	0
27	3p24_3	rs11914608	SATB1_	Coding_CS	0
27	3p24_3	rs11914608	SATB1_	Coding_LD	0
27	3p24_3	rs11914608	SATB1_	Coding_Lit	0
27	3p24_3	rs11914608	SATB1_	OMIM	0
27	3p24_3	rs11914608	SATB1_	DEG_AD	0
28	3p22_3	rs35570272	CCR4	Novel_loci	0
28	3p22_3	rs35570272	CCR4	Nearest_gene	1
28	3p22_3	rs35570272	CCR4	V2G	1
28	3p22_3	rs35570272	CCR4	DEPICT	0
28	3p22_3	rs35570272	CCR4	MAGMA	0
28	3p22_3	rs35570272	CCR4	cis_espQTL	0
28	3p22_3	rs35570272	CCR4	trans_pQTL	0
28	3p22_3	rs35570272	CCR4	Coding_CS	0
28	3p22_3	rs35570272	CCR4	Coding_LD	0
28	3p22_3	rs35570272	CCR4	Coding_Lit	0
28	3p22_3	rs35570272	CCR4	OMIM	0
28	3p22_3	rs35570272	CCR4	DEG_AD	1
28	3p22_3	rs35570272	GLB1	Novel_loci	0
28	3p22_3	rs35570272	GLB1	Nearest_gene	0
28	3p22_3	rs35570272	GLB1	V2G	0
28	3p22_3	rs35570272	GLB1	DEPICT	1
28	3p22_3	rs35570272	GLB1	MAGMA	1
28	3p22_3	rs35570272	GLB1	cis_espQTL	1
28	3p22_3	rs35570272	GLB1	trans_pQTL	0
28	3p22_3	rs35570272	GLB1	Coding_CS	0
28	3p22_3	rs35570272	GLB1	Coding_LD	0
28	3p22_3	rs35570272	GLB1	Coding_Lit	0
28	3p22_3	rs35570272	GLB1	OMIM	1
28	3p22_3	rs35570272	GLB1	DEG_AD	0
28	3p22_3	rs35570272	TMPPE	Novel_loci	0
28	3p22_3	rs35570272	TMPPE	Nearest_gene	0
28	3p22_3	rs35570272	TMPPE	V2G	0
28	3p22_3	rs35570272	TMPPE	DEPICT	0
28	3p22_3	rs35570272	TMPPE	MAGMA	1
28	3p22_3	rs35570272	TMPPE	cis_espQTL	0
28	3p22_3	rs35570272	TMPPE	trans_pQTL	0
28	3p22_3	rs35570272	TMPPE	Coding_CS	0
28	3p22_3	rs35570272	TMPPE	Coding_LD	0
28	3p22_3	rs35570272	TMPPE	Coding_Lit	0
28	3p22_3	rs35570272	TMPPE	OMIM	0
28	3p22_3	rs35570272	TMPPE	DEG_AD	0
29	3p13	rs35870054	FOXP1	Novel_loci	0
29	3p13	rs35870054	FOXP1	Nearest_gene	1
29	3p13	rs35870054	FOXP1	V2G	1
29	3p13	rs35870054	FOXP1	DEPICT	1
29	3p13	rs35870054	FOXP1	MAGMA	1
29	3p13	rs35870054	FOXP1	cis_espQTL	0
29	3p13	rs35870054	FOXP1	trans_pQTL	0
29	3p13	rs35870054	FOXP1	Coding_CS	0
29	3p13	rs35870054	FOXP1	Coding_LD	0
29	3p13	rs35870054	FOXP1	Coding_Lit	0
29	3p13	rs35870054	FOXP1	OMIM	0
29	3p13	rs35870054	FOXP1	DEG_AD	0
30	3q13_2	rs12637953	CCDC80	Novel_loci	0
30	3q13_2	rs12637953	CCDC80	Nearest_gene	1
30	3q13_2	rs12637953	CCDC80	V2G	0
30	3q13_2	rs12637953	CCDC80	DEPICT	0
30	3q13_2	rs12637953	CCDC80	MAGMA	0
30	3q13_2	rs12637953	CCDC80	cis_espQTL	0
30	3q13_2	rs12637953	CCDC80	trans_pQTL	0
30	3q13_2	rs12637953	CCDC80	Coding_CS	0
30	3q13_2	rs12637953	CCDC80	Coding_LD	0
30	3q13_2	rs12637953	CCDC80	Coding_Lit	0
30	3q13_2	rs12637953	CCDC80	OMIM	0
30	3q13_2	rs12637953	CCDC80	DEG_AD	0
30	3q13_2	rs12637953	CD200R1	Novel_loci	0
30	3q13_2	rs12637953	CD200R1	Nearest_gene	0
30	3q13_2	rs12637953	CD200R1	V2G	0
30	3q13_2	rs12637953	CD200R1	DEPICT	0
30	3q13_2	rs12637953	CD200R1	MAGMA	0
30	3q13_2	rs12637953	CD200R1	cis_espQTL	1
30	3q13_2	rs12637953	CD200R1	trans_pQTL	0
30	3q13_2	rs12637953	CD200R1	Coding_CS	0
30	3q13_2	rs12637953	CD200R1	Coding_LD	0
30	3q13_2	rs12637953	CD200R1	Coding_Lit	1
30	3q13_2	rs12637953	CD200R1	OMIM	0
30	3q13_2	rs12637953	CD200R1	DEG_AD	1
30	3q13_2	rs12637953	GTPBP8	Novel_loci	0
30	3q13_2	rs12637953	GTPBP8	Nearest_gene	0
30	3q13_2	rs12637953	GTPBP8	V2G	0
30	3q13_2	rs12637953	GTPBP8	DEPICT	0
30	3q13_2	rs12637953	GTPBP8	MAGMA	0
30	3q13_2	rs12637953	GTPBP8	cis_espQTL	1
30	3q13_2	rs12637953	GTPBP8	trans_pQTL	0
30	3q13_2	rs12637953	GTPBP8	Coding_CS	0
30	3q13_2	rs12637953	GTPBP8	Coding_LD	0
30	3q13_2	rs12637953	GTPBP8	Coding_Lit	0
30	3q13_2	rs12637953	GTPBP8	OMIM	0
30	3q13_2	rs12637953	GTPBP8	DEG_AD	0
30	3q13_2	rs12637953	NEPRO	Novel_loci	0
30	3q13_2	rs12637953	NEPRO	Nearest_gene	0
30	3q13_2	rs12637953	NEPRO	V2G	1
30	3q13_2	rs12637953	NEPRO	DEPICT	0
30	3q13_2	rs12637953	NEPRO	MAGMA	0
30	3q13_2	rs12637953	NEPRO	cis_espQTL	1
30	3q13_2	rs12637953	NEPRO	trans_pQTL	0
30	3q13_2	rs12637953	NEPRO	Coding_CS	0
30	3q13_2	rs12637953	NEPRO	Coding_LD	0
30	3q13_2	rs12637953	NEPRO	Coding_Lit	0
30	3q13_2	rs12637953	NEPRO	OMIM	1
30	3q13_2	rs12637953	NEPRO	DEG_AD	0
31	4q27	rs370034603	ADAD1	Novel_loci	0
31	4q27	rs370034603	ADAD1	Nearest_gene	0
31	4q27	rs370034603	ADAD1	V2G	0
31	4q27	rs370034603	ADAD1	DEPICT	0
31	4q27	rs370034603	ADAD1	MAGMA	1
31	4q27	rs370034603	ADAD1	cis_espQTL	0
31	4q27	rs370034603	ADAD1	trans_pQTL	0
31	4q27	rs370034603	ADAD1	Coding_CS	0
31	4q27	rs370034603	ADAD1	Coding_LD	0
31	4q27	rs370034603	ADAD1	Coding_Lit	0
31	4q27	rs370034603	ADAD1	OMIM	0
31	4q27	rs370034603	ADAD1	DEG_AD	0
31	4q27	rs370034603	BBS12	Novel_loci	0
31	4q27	rs370034603	BBS12	Nearest_gene	0
31	4q27	rs370034603	BBS12	V2G	0
31	4q27	rs370034603	BBS12	DEPICT	1
31	4q27	rs370034603	BBS12	MAGMA	1
31	4q27	rs370034603	BBS12	cis_espQTL	0
31	4q27	rs370034603	BBS12	trans_pQTL	0
31	4q27	rs370034603	BBS12	Coding_CS	0
31	4q27	rs370034603	BBS12	Coding_LD	1
31	4q27	rs370034603	BBS12	Coding_Lit	0
31	4q27	rs370034603	BBS12	OMIM	0
31	4q27	rs370034603	BBS12	DEG_AD	0
31	4q27	rs370034603	IL2	Novel_loci	0
31	4q27	rs370034603	IL2	Nearest_gene	0
31	4q27	rs370034603	IL2	V2G	0
31	4q27	rs370034603	IL2	DEPICT	1
31	4q27	rs370034603	IL2	MAGMA	1
31	4q27	rs370034603	IL2	cis_espQTL	0
31	4q27	rs370034603	IL2	trans_pQTL	0
31	4q27	rs370034603	IL2	Coding_CS	0
31	4q27	rs370034603	IL2	Coding_LD	0
31	4q27	rs370034603	IL2	Coding_Lit	0
31	4q27	rs370034603	IL2	OMIM	0
31	4q27	rs370034603	IL2	DEG_AD	0
31	4q27	rs370034603	IL21	Novel_loci	0
31	4q27	rs370034603	IL21	Nearest_gene	0
31	4q27	rs370034603	IL21	V2G	0
31	4q27	rs370034603	IL21	DEPICT	1
31	4q27	rs370034603	IL21	MAGMA	1
31	4q27	rs370034603	IL21	cis_espQTL	0
31	4q27	rs370034603	IL21	trans_pQTL	0
31	4q27	rs370034603	IL21	Coding_CS	0
31	4q27	rs370034603	IL21	Coding_LD	0
31	4q27	rs370034603	IL21	Coding_Lit	0
31	4q27	rs370034603	IL21	OMIM	1
31	4q27	rs370034603	IL21	DEG_AD	0
31	4q27	rs370034603	KIAA1109	Novel_loci	0
31	4q27	rs370034603	KIAA1109	Nearest_gene	1
31	4q27	rs370034603	KIAA1109	V2G	1
31	4q27	rs370034603	KIAA1109	DEPICT	0
31	4q27	rs370034603	KIAA1109	MAGMA	1
31	4q27	rs370034603	KIAA1109	cis_espQTL	0
31	4q27	rs370034603	KIAA1109	trans_pQTL	0
31	4q27	rs370034603	KIAA1109	Coding_CS	0
31	4q27	rs370034603	KIAA1109	Coding_LD	0
31	4q27	rs370034603	KIAA1109	Coding_Lit	0
31	4q27	rs370034603	KIAA1109	OMIM	0
31	4q27	rs370034603	KIAA1109	DEG_AD	0
32	5p15_2	rs16903574	FAM105A	Novel_loci	0
32	5p15_2	rs16903574	FAM105A	Nearest_gene	0
32	5p15_2	rs16903574	FAM105A	V2G	0
32	5p15_2	rs16903574	FAM105A	DEPICT	1
32	5p15_2	rs16903574	FAM105A	MAGMA	0
32	5p15_2	rs16903574	FAM105A	cis_espQTL	0
32	5p15_2	rs16903574	FAM105A	trans_pQTL	0
32	5p15_2	rs16903574	FAM105A	Coding_CS	1
32	5p15_2	rs16903574	FAM105A	Coding_LD	0
32	5p15_2	rs16903574	FAM105A	Coding_Lit	0
32	5p15_2	rs16903574	FAM105A	OMIM	0
32	5p15_2	rs16903574	FAM105A	DEG_AD	0
32	5p15_2	rs16903574	FAM105B	Novel_loci	0
32	5p15_2	rs16903574	FAM105B	Nearest_gene	1
32	5p15_2	rs16903574	FAM105B	V2G	0
32	5p15_2	rs16903574	FAM105B	DEPICT	0
32	5p15_2	rs16903574	FAM105B	MAGMA	0
32	5p15_2	rs16903574	FAM105B	cis_espQTL	0
32	5p15_2	rs16903574	FAM105B	trans_pQTL	0
32	5p15_2	rs16903574	FAM105B	Coding_CS	0
32	5p15_2	rs16903574	FAM105B	Coding_LD	0
32	5p15_2	rs16903574	FAM105B	Coding_Lit	0
32	5p15_2	rs16903574	FAM105B	OMIM	0
32	5p15_2	rs16903574	FAM105B	DEG_AD	0
32	5p15_2	rs16903574	OTULINL	Novel_loci	0
32	5p15_2	rs16903574	OTULINL	Nearest_gene	0
32	5p15_2	rs16903574	OTULINL	V2G	1
32	5p15_2	rs16903574	OTULINL	DEPICT	0
32	5p15_2	rs16903574	OTULINL	MAGMA	0
32	5p15_2	rs16903574	OTULINL	cis_espQTL	0
32	5p15_2	rs16903574	OTULINL	trans_pQTL	0
32	5p15_2	rs16903574	OTULINL	Coding_CS	0
32	5p15_2	rs16903574	OTULINL	Coding_LD	1
32	5p15_2	rs16903574	OTULINL	Coding_Lit	0
32	5p15_2	rs16903574	OTULINL	OMIM	0
32	5p15_2	rs16903574	OTULINL	DEG_AD	0
33	5p13_2	rs1494564	CAPSL	Novel_loci	0
33	5p13_2	rs1494564	CAPSL	Nearest_gene	0
33	5p13_2	rs1494564	CAPSL	V2G	0
33	5p13_2	rs1494564	CAPSL	DEPICT	1
33	5p13_2	rs1494564	CAPSL	MAGMA	1
33	5p13_2	rs1494564	CAPSL	cis_espQTL	0
33	5p13_2	rs1494564	CAPSL	trans_pQTL	0
33	5p13_2	rs1494564	CAPSL	Coding_CS	0
33	5p13_2	rs1494564	CAPSL	Coding_LD	0
33	5p13_2	rs1494564	CAPSL	Coding_Lit	0
33	5p13_2	rs1494564	CAPSL	OMIM	0
33	5p13_2	rs1494564	CAPSL	DEG_AD	0
33	5p13_2	rs1494564	CAPSL-DT	Novel_loci	0
33	5p13_2	rs1494564	CAPSL-DT	Nearest_gene	0
33	5p13_2	rs1494564	CAPSL-DT	V2G	0
33	5p13_2	rs1494564	CAPSL-DT	DEPICT	1
33	5p13_2	rs1494564	CAPSL-DT	MAGMA	0
33	5p13_2	rs1494564	CAPSL-DT	cis_espQTL	0
33	5p13_2	rs1494564	CAPSL-DT	trans_pQTL	0
33	5p13_2	rs1494564	CAPSL-DT	Coding_CS	0
33	5p13_2	rs1494564	CAPSL-DT	Coding_LD	0
33	5p13_2	rs1494564	CAPSL-DT	Coding_Lit	0
33	5p13_2	rs1494564	CAPSL-DT	OMIM	0
33	5p13_2	rs1494564	CAPSL-DT	DEG_AD	0
33	5p13_2	rs1494564	IL7R	Novel_loci	0
33	5p13_2	rs1494564	IL7R	Nearest_gene	1
33	5p13_2	rs1494564	IL7R	V2G	1
33	5p13_2	rs1494564	IL7R	DEPICT	1
33	5p13_2	rs1494564	IL7R	MAGMA	1
33	5p13_2	rs1494564	IL7R	cis_espQTL	1
33	5p13_2	rs1494564	IL7R	trans_pQTL	0
33	5p13_2	rs1494564	IL7R	Coding_CS	0
33	5p13_2	rs1494564	IL7R	Coding_LD	1
33	5p13_2	rs1494564	IL7R	Coding_Lit	0
33	5p13_2	rs1494564	IL7R	OMIM	1
33	5p13_2	rs1494564	IL7R	DEG_AD	1
33	5p13_2	rs1494564	LMBRD2	Novel_loci	0
33	5p13_2	rs1494564	LMBRD2	Nearest_gene	0
33	5p13_2	rs1494564	LMBRD2	V2G	0
33	5p13_2	rs1494564	LMBRD2	DEPICT	0
33	5p13_2	rs1494564	LMBRD2	MAGMA	0
33	5p13_2	rs1494564	LMBRD2	cis_espQTL	1
33	5p13_2	rs1494564	LMBRD2	trans_pQTL	0
33	5p13_2	rs1494564	LMBRD2	Coding_CS	0
33	5p13_2	rs1494564	LMBRD2	Coding_LD	0
33	5p13_2	rs1494564	LMBRD2	Coding_Lit	0
33	5p13_2	rs1494564	LMBRD2	OMIM	0
33	5p13_2	rs1494564	LMBRD2	DEG_AD	0
33	5p13_2	rs1494564	SPEF2	Novel_loci	0
33	5p13_2	rs1494564	SPEF2	Nearest_gene	0
33	5p13_2	rs1494564	SPEF2	V2G	0
33	5p13_2	rs1494564	SPEF2	DEPICT	1
33	5p13_2	rs1494564	SPEF2	MAGMA	0
33	5p13_2	rs1494564	SPEF2	cis_espQTL	0
33	5p13_2	rs1494564	SPEF2	trans_pQTL	0
33	5p13_2	rs1494564	SPEF2	Coding_CS	0
33	5p13_2	rs1494564	SPEF2	Coding_LD	0
33	5p13_2	rs1494564	SPEF2	Coding_Lit	0
33	5p13_2	rs1494564	SPEF2	OMIM	0
33	5p13_2	rs1494564	SPEF2	DEG_AD	1
33	5p13_2	rs1494564	UGT3A1	Novel_loci	0
33	5p13_2	rs1494564	UGT3A1	Nearest_gene	0
33	5p13_2	rs1494564	UGT3A1	V2G	0
33	5p13_2	rs1494564	UGT3A1	DEPICT	0
33	5p13_2	rs1494564	UGT3A1	MAGMA	1
33	5p13_2	rs1494564	UGT3A1	cis_espQTL	0
33	5p13_2	rs1494564	UGT3A1	trans_pQTL	0
33	5p13_2	rs1494564	UGT3A1	Coding_CS	0
33	5p13_2	rs1494564	UGT3A1	Coding_LD	0
33	5p13_2	rs1494564	UGT3A1	Coding_Lit	0
33	5p13_2	rs1494564	UGT3A1	OMIM	0
33	5p13_2	rs1494564	UGT3A1	DEG_AD	1
34	5q11_2	rs7731626	ANKRD55	Novel_loci	1
34	5q11_2	rs7731626	ANKRD55	Nearest_gene	0
34	5q11_2	rs7731626	ANKRD55	V2G	1
34	5q11_2	rs7731626	ANKRD55	DEPICT	0
34	5q11_2	rs7731626	ANKRD55	MAGMA	0
34	5q11_2	rs7731626	ANKRD55	cis_espQTL	1
34	5q11_2	rs7731626	ANKRD55	trans_pQTL	0
34	5q11_2	rs7731626	ANKRD55	Coding_CS	0
34	5q11_2	rs7731626	ANKRD55	Coding_LD	0
34	5q11_2	rs7731626	ANKRD55	Coding_Lit	0
34	5q11_2	rs7731626	ANKRD55	OMIM	0
34	5q11_2	rs7731626	ANKRD55	DEG_AD	0
34	5q11_2	rs7731626	IL6ST	Novel_loci	1
34	5q11_2	rs7731626	IL6ST	Nearest_gene	1
34	5q11_2	rs7731626	IL6ST	V2G	0
34	5q11_2	rs7731626	IL6ST	DEPICT	0
34	5q11_2	rs7731626	IL6ST	MAGMA	0
34	5q11_2	rs7731626	IL6ST	cis_espQTL	1
34	5q11_2	rs7731626	IL6ST	trans_pQTL	0
34	5q11_2	rs7731626	IL6ST	Coding_CS	0
34	5q11_2	rs7731626	IL6ST	Coding_LD	0
34	5q11_2	rs7731626	IL6ST	Coding_Lit	0
34	5q11_2	rs7731626	IL6ST	OMIM	1
34	5q11_2	rs7731626	IL6ST	DEG_AD	0
35	5q22_1	rs28874883	CAMK4	Novel_loci	0
35	5q22_1	rs28874883	CAMK4	Nearest_gene	0
35	5q22_1	rs28874883	CAMK4	V2G	0
35	5q22_1	rs28874883	CAMK4	DEPICT	0
35	5q22_1	rs28874883	CAMK4	MAGMA	0
35	5q22_1	rs28874883	CAMK4	cis_espQTL	1
35	5q22_1	rs28874883	CAMK4	trans_pQTL	0
35	5q22_1	rs28874883	CAMK4	Coding_CS	0
35	5q22_1	rs28874883	CAMK4	Coding_LD	0
35	5q22_1	rs28874883	CAMK4	Coding_Lit	0
35	5q22_1	rs28874883	CAMK4	OMIM	0
35	5q22_1	rs28874883	CAMK4	DEG_AD	0
35	5q22_1	rs28874883	SLC25A46	Novel_loci	0
35	5q22_1	rs28874883	SLC25A46	Nearest_gene	1
35	5q22_1	rs28874883	SLC25A46	V2G	1
35	5q22_1	rs28874883	SLC25A46	DEPICT	0
35	5q22_1	rs28874883	SLC25A46	MAGMA	0
35	5q22_1	rs28874883	SLC25A46	cis_espQTL	0
35	5q22_1	rs28874883	SLC25A46	trans_pQTL	0
35	5q22_1	rs28874883	SLC25A46	Coding_CS	0
35	5q22_1	rs28874883	SLC25A46	Coding_LD	0
35	5q22_1	rs28874883	SLC25A46	Coding_Lit	0
35	5q22_1	rs28874883	SLC25A46	OMIM	0
35	5q22_1	rs28874883	SLC25A46	DEG_AD	0
35	5q22_1	rs28874883	TMEM232	Novel_loci	0
35	5q22_1	rs28874883	TMEM232	Nearest_gene	0
35	5q22_1	rs28874883	TMEM232	V2G	0
35	5q22_1	rs28874883	TMEM232	DEPICT	0
35	5q22_1	rs28874883	TMEM232	MAGMA	0
35	5q22_1	rs28874883	TMEM232	cis_espQTL	0
35	5q22_1	rs28874883	TMEM232	trans_pQTL	0
35	5q22_1	rs28874883	TMEM232	Coding_CS	0
35	5q22_1	rs28874883	TMEM232	Coding_LD	0
35	5q22_1	rs28874883	TMEM232	Coding_Lit	0
35	5q22_1	rs28874883	TMEM232	OMIM	0
35	5q22_1	rs28874883	TMEM232	DEG_AD	1
36	5q31_1	rs1295686	ACSL6	Novel_loci	0
36	5q31_1	rs1295686	ACSL6	Nearest_gene	0
36	5q31_1	rs1295686	ACSL6	V2G	0
36	5q31_1	rs1295686	ACSL6	DEPICT	0
36	5q31_1	rs1295686	ACSL6	MAGMA	1
36	5q31_1	rs1295686	ACSL6	cis_espQTL	0
36	5q31_1	rs1295686	ACSL6	trans_pQTL	0
36	5q31_1	rs1295686	ACSL6	Coding_CS	0
36	5q31_1	rs1295686	ACSL6	Coding_LD	0
36	5q31_1	rs1295686	ACSL6	Coding_Lit	0
36	5q31_1	rs1295686	ACSL6	OMIM	0
36	5q31_1	rs1295686	ACSL6	DEG_AD	0
36	5q31_1	rs1295686	C5orf56	Novel_loci	0
36	5q31_1	rs1295686	C5orf56	Nearest_gene	0
36	5q31_1	rs1295686	C5orf56	V2G	0
36	5q31_1	rs1295686	C5orf56	DEPICT	1
36	5q31_1	rs1295686	C5orf56	MAGMA	0
36	5q31_1	rs1295686	C5orf56	cis_espQTL	0
36	5q31_1	rs1295686	C5orf56	trans_pQTL	0
36	5q31_1	rs1295686	C5orf56	Coding_CS	0
36	5q31_1	rs1295686	C5orf56	Coding_LD	0
36	5q31_1	rs1295686	C5orf56	Coding_Lit	0
36	5q31_1	rs1295686	C5orf56	OMIM	0
36	5q31_1	rs1295686	C5orf56	DEG_AD	0
36	5q31_1	rs1295686	CCNI2	Novel_loci	0
36	5q31_1	rs1295686	CCNI2	Nearest_gene	0
36	5q31_1	rs1295686	CCNI2	V2G	0
36	5q31_1	rs1295686	CCNI2	DEPICT	0
36	5q31_1	rs1295686	CCNI2	MAGMA	1
36	5q31_1	rs1295686	CCNI2	cis_espQTL	0
36	5q31_1	rs1295686	CCNI2	trans_pQTL	0
36	5q31_1	rs1295686	CCNI2	Coding_CS	0
36	5q31_1	rs1295686	CCNI2	Coding_LD	0
36	5q31_1	rs1295686	CCNI2	Coding_Lit	0
36	5q31_1	rs1295686	CCNI2	OMIM	0
36	5q31_1	rs1295686	CCNI2	DEG_AD	0
36	5q31_1	rs1295686	CDC42SE2	Novel_loci	0
36	5q31_1	rs1295686	CDC42SE2	Nearest_gene	0
36	5q31_1	rs1295686	CDC42SE2	V2G	0
36	5q31_1	rs1295686	CDC42SE2	DEPICT	1
36	5q31_1	rs1295686	CDC42SE2	MAGMA	1
36	5q31_1	rs1295686	CDC42SE2	cis_espQTL	0
36	5q31_1	rs1295686	CDC42SE2	trans_pQTL	0
36	5q31_1	rs1295686	CDC42SE2	Coding_CS	0
36	5q31_1	rs1295686	CDC42SE2	Coding_LD	0
36	5q31_1	rs1295686	CDC42SE2	Coding_Lit	0
36	5q31_1	rs1295686	CDC42SE2	OMIM	0
36	5q31_1	rs1295686	CDC42SE2	DEG_AD	0
36	5q31_1	rs1295686	CSF2	Novel_loci	0
36	5q31_1	rs1295686	CSF2	Nearest_gene	0
36	5q31_1	rs1295686	CSF2	V2G	0
36	5q31_1	rs1295686	CSF2	DEPICT	1
36	5q31_1	rs1295686	CSF2	MAGMA	1
36	5q31_1	rs1295686	CSF2	cis_espQTL	0
36	5q31_1	rs1295686	CSF2	trans_pQTL	0
36	5q31_1	rs1295686	CSF2	Coding_CS	0
36	5q31_1	rs1295686	CSF2	Coding_LD	1
36	5q31_1	rs1295686	CSF2	Coding_Lit	0
36	5q31_1	rs1295686	CSF2	OMIM	0
36	5q31_1	rs1295686	CSF2	DEG_AD	1
36	5q31_1	rs1295686	FNIP1	Novel_loci	0
36	5q31_1	rs1295686	FNIP1	Nearest_gene	0
36	5q31_1	rs1295686	FNIP1	V2G	0
36	5q31_1	rs1295686	FNIP1	DEPICT	1
36	5q31_1	rs1295686	FNIP1	MAGMA	1
36	5q31_1	rs1295686	FNIP1	cis_espQTL	0
36	5q31_1	rs1295686	FNIP1	trans_pQTL	0
36	5q31_1	rs1295686	FNIP1	Coding_CS	0
36	5q31_1	rs1295686	FNIP1	Coding_LD	0
36	5q31_1	rs1295686	FNIP1	Coding_Lit	0
36	5q31_1	rs1295686	FNIP1	OMIM	1
