GeneID	Dendritic_cells_H	Fibroblasts_H	ILC_NK_cells_H	Keratinocytes_H	Langerhans_cell_H	Lymphatic_endothelium_H	Macrophages_H	Mast_cells_H	Melanocytes_H	Pericytes_H	Plasma_cells_H	Schwann_cells_H	T_cells_H	Vascular_endothelium_H	Dendritic_cells_LS	Fibroblasts_LS	ILC_NK_cells_LS	Keratinocytes_LS	Langerhans_cell_LS	Lymphatic_endothelium_LS	Macrophages_LS	Mast_cells_LS	Melanocytes_LS	Pericytes_LS	Schwann_cells_LS	T_cells_LS	Vascular_endothelium_LS	Melanocytes_DP	Dendritic_cells_DP	Vascular_endothelium_DP	Pericytes_DP	Fibroblasts_DP	Macrophages_DP	Langerhans_cell_DP	Schwann_cells_DP	Keratinocytes_DP	ILC_NK_cells_DP	Mast_cells_DP	T_cells_DP	Lymphatic_endothelium_DP
IL4	0.000762564	0.002549787	0.001155164	0	0.00089178	0.00125983	0.000838487	0.001653059	0.001340944	0.002368192	0.001779706	0.00171317	0.007749763	0.00042971	0.002123986	0.005182844	0.00268648	0	0.001915018	0.002544375	0.001441993	0.003083973	0.002652577	0.001507046	0.00315469	0.010718832	0.001171237	0.037628749	0.038483698	0.037628749	0.036931582	0.040182756	0.037628749	0.037628749	0.037628749	0.037493406	0.037628749	0.037628749	0.041707851	0.037628749
IL21	0.000823039	0.000782495	0.001104829	0	0.000915848	0.001179856	0.000877578	0.00146137	0.001237973	0.001176277	0.001551916	0.001504354	0.007540766	0.000583675	0.002340693	0.000464885	0.005932746	0	0.004186229	0.0056085	0.003132187	0.006845727	0.005855284	0.003276377	0.007009076	0.041688344	0.002534707	0.037628749	0.037628749	0.037628749	0.037628749	0.037628749	0.037628749	0.037628749	0.037628749	0.037628749	0.037628749	0.037628749	0.064029141	0.037628749
LCE1D	0.00088018	0.000214896	0.000387923	0.002578392	0.000286536	0.000428129	0.000265985	0.000578765	0.000459256	0.000426212	0.000627141	0.000601735	0	0.000107934	9.79111E-05	5.99584E-05	0.0001667	0.000857801	0.000133852	0.000160683	0.000113487	0.000183453	0.000165266	0.000116298	0.000186422	0	0.000101752	0.037628749	0.037323065	0.037628749	0.037628749	0.037628749	0.037628749	0.037628749	0.037628749	0.037316984	0.037628749	0.037628749	0.037628749	0.037628749
SLC34A1	0.000909167	0.001337858	0.005832695	0.016298556	0.001951461	0.002287304	0.002431707	0.003393819	0.00778696	0.002273343	0.003753311	0.003564259	0.000520674	0	0.001165944	0	0.003346409	0.022698301	0.002294317	0.003152187	0.002851344	0.003890687	0.003300054	0.00174025	0.003987672	0.001989039	0.001285412	0.035814256	0.037628749	0.037628749	0.037628749	0.037284621	0.038038417	0.037360115	0.037628749	0.049081391	0.036646	0.037628749	0.039674778	0.037628749
MXD3	0.00114159	0.007563976	0.10737345	0.068248058	0.003810116	1	0.044882034	0.024320948	0.007694011	0.005973539	0.083165456	0.020731811	0.082117001	0	0.000547203	0.102065085	0.025080485	0.247112583	0.026058755	0.246830056	0.000780077	0.027880021	0.038604572	0.004901809	0.023135194	0	0.004332625	0.065081843	0.032738716	0.034990776	0.042474587	0.133121312	0.00908771	0.057674665	0.037628749	0.167405007	0.022251915	0.040029717	0.006415196	0.017490367
CSF2	0.0012385	0.000392651	1	0	0.004279274	0.077669554	0.007205602	0.091955872	0.007740473	0.005762148	0.039853164	0.026195978	1	0.000105143	0.002261531	8.9361E-05	0.837409528	0	0.006643331	0.112359077	0.005006873	0.040658962	0.015674213	0.001394737	0.028891788	1	0.003605288	0.040554793	0.055382349	0.070018928	0.036931582	0.051495639	0.040808236	0.038874612	0.037628749	0.039624169	0.43159286	0.030882736	0.161494077	0.109233718
IL5	0.001596577	0.002739177	0.002627776	0.000376968	0.000440738	0.00079167	0.001753577	0.001166485	0.000868996	0.000786908	0.001287175	0.00122377	0.002945952	0	0	0.00168541	0.001409838	0.002982932	0.002331483	0.004104865	0.000316174	0.001758496	0.004637061	0.000373422	0.001820493	0.004804754	7.78062E-05	0.040554793	0.037019108	0.037628749	0.037628749	0.038015479	0.037020724	0.039043387	0.037628749	0.040472869	0.037135119	0.037628749	0.040584814	0.040165129
TDRD10	0.001756968	0.156224318	0.007036179	0	0.0036849	0.489727101	0.116155063	0.026822411	0.01179309	0.008296161	0.032435384	0.031908188	5.40282E-05	1	0.012588151	0.155903872	0.025404841	0.004224374	0.017981674	0.212972561	0.020273983	0.030559851	0.024991164	0.01398286	0.031536737	0	0.408810916	0.036713716	0.039447507	0.010876148	0.038536691	0.031233291	0.007179774	0.035307122	0.035807301	0.037140975	0.036646	0.036435124	0.037395099	0.059127536
C6orf15	0.002033178	0.002996576	0.003372461	0.027074705	0.003147472	0.003733799	0.002290189	0.005107382	0.004015063	0.003716513	0.005555147	0.005319582	0	0.00333376	0.002622232	0.002375141	0.004545053	0.02557918	0.003618495	0.004374172	0.003051754	0.005023529	0.004504276	0.003129632	0.005108728	0	0.003794693	0.037628749	0.037628749	0.037595992	0.037628749	0.037527058	0.037628749	0.037360115	0.037628749	0.046333445	0.037628749	0.037628749	0.037628749	0.037628749
C6orf10	0.002216669	0.000241442	0.000435929	0.000156253	0.002504206	0.000481133	0.00029886	0.000650528	0.003157975	0.000478976	0.000704939	0.000676362	0	0.000121252	0.003189817	0.001928971	0.005554919	0.03305931	0.004412608	0.005343887	0.004907643	0.006146668	0.008722692	0.00381187	0.006252167	0	0.003319163	0.039589331	0.036716873	0.037628749	0.037628749	0.037628749	0.038657945	0.036826843	0.037628749	0.063588202	0.037628749	0.037628749	0.037628749	0.037628749
SLC9A4	0.002396035	0.001038194	0.000594935	0	0.000493569	0.000635133	0.001851571	0.000785738	0.000666253	0.000633216	0.000834103	0.000808702	0.001122319	0.000315003	0.000195275	0.000962751	0.000332672	0.000100303	0.00026704	0.000320646	0.000226371	0.00036616	0.000329805	0.000231983	0.000372095	0	0.001324686	0.037628749	0.036716873	0.038571449	0.037628749	0.037872836	0.037020724	0.037628749	0.037628749	0.037628749	0.037628749	0.037628749	0.037162457	0.037628749
PRRT1	0.002446426	0.305977299	0.012526351	0	0.003098341	0.026083539	0.004065115	0.023513078	0.018716703	1	0.028866431	0.039943494	0.001488449	0.065150106	0.00754309	0.391724954	0.025572262	0.003241024	0.015327277	0.020764988	0.00854131	0.038159352	0.022556744	0.662018588	0.032251047	0	0.078752487	0.03449401	0.042136954	0.089323428	0.014894996	0.126337994	0.03692073	0.043209611	0.03235036	0.03381399	0.038510266	0.045260694	0.029029707	0.030252033
SPRR2F	0.002485377	0.000503076	0.000910103	0.005945483	0.00067139	0.001004935	0.000623076	0.001361063	0.001078415	0.001000409	0.00147571	0.001415482	0	0.000252336	0.002752634	0.000354133	0.000989312	0.003551407	0.000793198	0.000953344	0.000671905	0.001089554	0.000980737	0.000688634	0.001107332	0	0.000602112	0.037628749	0.03841161	0.037628749	0.037628749	0.037628749	0.037628749	0.037628749	0.037628749	0.038004922	0.037628749	0.037628749	0.037628749	0.037628749
EGFL8	0.002931355	0.160485656	0.017062803	0.046631864	0.00279672	0.04254701	0.005535319	0.030374537	0.029730966	0.215816898	0.028444602	0.055552461	0	0.112318262	0.008547483	0.090525017	0.031955408	0.075391212	0.014439681	0.043925071	0.012290783	0.03042969	0.047057155	0.060322002	0.031731673	0	0.260648166	0.051642799	0.033676528	0.179164518	0.010554468	0.032128694	0.034087249	0.035049182	0.027615168	0.076002113	0.040810239	0.034127345	0.025408283	0.043974539
ZNF365	0.003157363	0.002950049	0.021963946	0	0.004298438	0.011443702	0.006399785	0.026384301	0.017114909	0.011762263	0.042095754	0.029509659	1	0.00092253	0.003137925	0.000379714	0.028289121	0	0.007624216	0.016134165	0.004757035	0.028530404	0.02019265	0.003718314	0.030527767	1	0.002065937	0.038172624	0.046705436	0.038179175	0.036931582	0.046438437	0.037933424	0.039043387	0.037628749	0.043887267	0.043363519	0.037628749	0.098002419	0.037628749
LCE5A	0.003219122	0.001820699	0.003331296	0.027148139	0.003804464	0.004776711	0.002262575	0.005043869	0.006522311	0.003670977	0.005485746	0.005253285	0	0.00090681	0.000388365	0.000237583	0.000662438	0.003471645	0.000531435	0.000638423	0.000450335	0.00072934	0.000656713	0.000461524	0.000741201	0	0.000403643	0.036713716	0.037019108	0.037628749	0.037628749	0.037628749	0.037628749	0.037092814	0.037628749	0.031478938	0.037628749	0.037628749	0.037628749	0.037232915
ITPKA	0.00344537	0.015330522	0.002801974	0	0.000536497	0.009172438	0.019905136	0.007883166	0.004120629	0.006777843	0.005258781	0.00976061	0.006135478	0.00098102	0.007123344	0.016288589	0.007612483	0.002310006	0.002621899	0.0039496	0.007727307	0.005102452	0.004179708	0.012217266	0.016857358	0	0.001076732	0.037169279	0.040978904	0.036480199	0.042208052	0.040855606	0.034566786	0.037628749	0.045755664	0.038511709	0.040560642	0.036435124	0.035243217	0.035297031
PSORS1C2	0.0034556	0.003126337	0.005804025	0.051307688	0.004217469	0.006447053	0.003901933	0.008926813	0.035419239	0.006416203	0.009746995	0.014148777	0	0.001542919	0.004435702	0.002833676	0.00597767	0.03522082	0.00474381	0.005749558	0.003992808	0.006617708	0.009134963	0.004095836	0.006731878	0	0.003564871	0.032026068	0.038483698	0.037628749	0.037628749	0.038220678	0.037628749	0.037628749	0.035807301	0.044809905	0.037628749	0.037628749	0.037628749	0.037628749
HELZ2	0.004604445	1	0.012493963	0	0.088223742	0.000536785	0.458295349	6.50556E-05	7.83516E-17	0.012472825	0.028252629	0.07919413	0	0.201330838	0.022641825	0.754303905	0.00898196	0.771203414	0.010824044	0.031977821	0.244665376	0.014747853	0.026046768	0.008486875	0.026227833	0	0.053215783	0.096480827	7.28E-08	6.27E-10	0.00000663	0	0.00000153	0.00000008	0.008739908	0.314714079	0.00057323	0.030860374	4.22E-17	0.006427659
C11orf80	0.005341563	0	2.08859E-07	1	0.244413287	5.9309E-11	0	0.001419176	1.68389E-07	1.56176E-12	0.054422713	0.016492615	7.23246E-17	0	0.005364666	1.97227E-07	0.005346211	1	0.016027035	0.005545391	1.39874E-07	0.012258683	0.010235195	1.66665E-07	0.01676129	0	3.19635E-05	0.055507945	0.002149003	0.018102365	0.041975049	0.26659691	0.009141544	0.000420428	0.022098776	0.685282474	0.020774875	0.029822216	0.0000286	0.063429235
POU5F1	0.005358821	0.023101444	0.01141831	0.647435019	0.006925548	0.013663472	0.005505549	0.026379409	0.017995874	0.469566428	0.03270551	0.033408695	0	0.007934816	0.011291635	0.016740807	0.02024616	0.174107688	0.018863549	0.019219444	0.011934519	0.023225938	0.019999366	0.037942111	0.023772792	0	0.018866227	0.035370329	0.034225041	0.032360361	0.000432197	0.022516409	0.034656822	0.038595878	0.035807301	0.016932419	0.036403127	0.037628749	0.033545352	0.036449931
LCE1C	0.006497198	0.005051483	0.013500306	0.954475498	0.009948284	0.015461044	0.007488353	0.027212562	0.021938739	0.0153372	0.031899316	0.029379321	0	0.00206461	0.011665798	0.005706541	0.020003243	0.266695913	0.019009361	0.019041277	0.014040791	0.022786376	0.019772161	0.012540166	0.023295821	0	0.012231704	0.035370329	0.038411177	0.039330583	0.037628749	0.037628749	0.039075623	0.03998279	0.037628749	0.030376138	0.037381369	0.037628749	0.037162457	0.037628749
RPRD2	0.007503011	1	0.217910654	0	4.0483E-10	0.060342273	1.1905E-05	0.000958567	0.007848288	0.139487702	0.017942372	0.048815185	1	5.12553E-05	0.00685333	0.467295439	0.010408868	0.274484795	0.000793344	0.073497532	0	0.039923717	0.142736917	0.02011212	0.053683099	0.019926785	0.001642166	0.109730549	0.000736061	0.000734483	0.000379326	3.7E-15	0.000307788	0.009772251	0.039549614	0.21671576	0.00138169	0.070368431	5.49E-13	0.02727714
CCNI2	0.008146615	0.014257565	0.019390297	0	0.010543056	0.013056828	0.009397853	0.014335172	0.019233945	0.011971216	0.025219068	0.014861201	0.081435135	0.009281077	0.006234677	0.005006457	0.008597014	0	0.005601469	0.016430656	0.004907288	0.010195112	0.008462422	0.006329296	0.0104833	0.055616009	0.004737343	0.034930252	0.040480579	0.037369695	0.038739128	0.037504845	0.037731025	0.036562199	0.037628749	0.038500802	0.035205536	0.037628749	0.041653912	0.044688117
IL22	0.010807028	0.010137285	0.018162728	0	0.012394809	0.017339834	0.011730796	0.023341157	0.018515953	0.017268441	0.025437283	0.024325984	0.364055424	0.007057711	0.000499934	1.76161E-11	0.011623632	0	0.001443335	0.003142274	0.000225724	0.018817959	0.004775308	7.99482E-06	0.02266268	1	5.48929E-07	0.037628749	0.176142474	0.038571449	0.037628749	0.038819021	0.097080995	0.084697379	0.037628749	0.040090457	0.058580891	0.037628749	1	0.037628749
TCF19	0.010807891	0	0.005275819	0.499134478	0.001119407	0.190733837	0.000546696	0.01622663	0.06038364	0.015904745	0.034100305	0.02148015	0.092129284	0.057572352	0.007798363	0.089717373	0.024014632	0.596335784	0.051339277	0.028357457	0.00099696	0.024399277	0.182368445	0.010321227	0.027190171	0	0.023389863	0.146667217	0.023218486	0.021645443	0.029639573	0.245539176	0.019780322	0.105623644	0.035807301	0.217349505	0.039045131	0.035268076	0.001508024	0.011388918
IL13	0.011909304	0.010296052	0.03517773	0	0.013397105	0.018133046	0.011212876	0.026906602	0.018526727	0.018047876	0.026142142	0.024910732	0.359955328	0.006295086	0.000511222	3.82187E-06	0.081644769	0	0.00319021	0.009858812	0.001279676	0.025047751	0.013534566	0.000791857	0.02785133	1	0.000238209	0.040554793	0.051423057	0.037628749	0.037828056	0.039318644	0.050035932	0.042619463	0.037628749	0.038596089	0.134558034	0.036435124	1	0.037232915
SLC13A2	0.012197334	0.001085179	0.001534029	0	0.002700056	0.001638656	0.002578662	0.002031736	0.001719739	0.001633663	0.002158334	0.002091824	0.000530902	0.001317903	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037628749	0.03294263	0.037435607	0.037628749	0.037628749	0.037020724	0.037092814	0.037628749	0.037628749	0.037628749	0.037628749	0.037628749	0.037628749
BBS12	0.013373952	0.372004706	0.013652761	0	0.001862245	0.576214652	0.005309005	0.027945641	0.027813233	0.077630295	0.029851984	0.075783324	0.06664746	0.397923988	0	0.116950535	0.013403109	0.046388427	0.005977297	0.035066534	0.001636963	0.019146604	0.057237608	0.014870137	0.020777779	0.00979858	0.054715336	0.063135509	0.015347914	0.007219407	0.010478693	0.005466618	0.024091628	0.034635939	0.022098776	0.115524654	0.028309971	0.033012664	0.006653704	0.004000118
ACSL6	0.015008022	0.034684151	0.024098317	0	0.014580185	0.019953448	0.01286743	0.024385859	0.018352566	0.02447313	0.027564605	0.030369097	0.29547685	0.01472362	0.004455405	0.002221574	0.01063785	0	0.006017184	0.006836116	0.003981513	0.008854153	0.010341967	0.004247907	0.009122904	0.054259739	0.0029142	0.040070058	0.034161993	0.03090539	0.031852465	0.022620686	0.035335913	0.035825028	0.035807301	0.034482583	0.037264248	0.037628749	0.006967337	0.035678466
IL18RAP	0.015051271	1.68611E-05	1	0	0.001658424	0.001473196	0.002335845	0.019739206	0.002440847	0.001415101	0.028386234	0.021238129	0.440338034	1.11548E-07	0.02534327	0.00047114	0.739180009	0	0.013577782	0.017884701	0.022169279	0.036556196	0.019878353	0.00619652	0.0311374	0.830257003	0.004581763	0.037628749	0.02153378	0.040979623	0.038942668	0.03113684	0.03720729	0.026021311	0.037628749	0.039667291	1.86E-09	0.042604154	0.080183777	0.036839978
CNTNAP1	0.016723738	0.237875264	0.018479204	0	0.012280784	0.048256972	0.014660266	0.030955469	0.03158688	0.171303568	0.064312285	0.055912848	0.065203712	0.030335209	0.002858422	1	0.01958288	0	0.008939845	0.081332657	0.004346034	0.028840781	0.046168861	0.290909604	0.030749785	0.002093611	0.00736926	0.066390151	0.035998978	0.041304532	0.140870108	0.630581913	0.0360228	0.039650548	0.029134875	0.043620729	0.036646	0.036435124	0.047082336	0.09913821
RELA	0.022332447	1	7.17219E-16	0	0	0.115664148	0	0	0	1	0.000704975	0.015872114	0	1	2.83468E-09	1	0.002060692	1	1.26129E-11	0.254818713	1	2.02536E-06	0.079782247	1.29332E-09	0.035076856	0	1	0.109435685	0	0	0	0	1	0	0.020625997	0.655078483	0.001093343	0.014356629	0	0.001957973
HSPA1L	0.023498624	0.030686239	0.033562026	0	0.027389999	0.029969971	0.065658309	0.027290897	0.014391945	0.014594485	0.026018956	0.027871201	0.146235557	0.009228427	0.178358326	0.070940504	0.023063173	0.000369985	0.01786394	0.049419318	0.056317055	0.02346048	0.031307535	0.01771712	0.024602091	0	0.022038706	0.052060133	0.184597357	0.055151164	0.049050554	0.086907869	0.055881782	0.035727641	0.035807301	0.036101517	0.035202473	0.035268076	0.008436779	0.062302223
GAL3ST2	0.027592578	0.006319808	0.0188602	0	0.008225708	0.010264656	0.038904807	0.013251375	0.012068735	0.023866996	0.014246284	0.013721587	0.035750041	0.0044632	0.035940469	0.000354361	0.017647289	0	0.008642652	0.010340619	0.036985672	0.013124574	0.010888861	0.008593868	0.013498673	0.040251654	0.003818895	0.037169279	0.05451371	0.037628749	0.032203831	0.038220678	0.05053613	0.038767907	0.037628749	0.038638652	0.041477071	0.037628749	0.054494205	0.037628749
LKAAEAR1	0.029598188	0	0.002360388	0.008448507	0.001189837	0.006914349	0.001114197	0.005768398	0.018554904	0.003654038	0.007143048	0.006416854	0.009286115	0.011129377	0.032657954	0.032788353	0.011966067	0.01946915	0.021201537	0.015984435	0.010263871	0.015041533	0.049203594	0.031002418	0.015606471	0	0.005792045	0.065652047	0.050513247	0.035199109	0.05930373	0.070899518	0.043194077	0.051764487	0.037628749	0.055876132	0.037135119	0.037628749	0.038852857	0.040677791
ST3GAL3	0.031947878	1	0.004211595	0	0.000517764	0.169737635	0.000718843	0.084873496	0.137300408	0.046661896	0.030410357	0.033495139	0.000152929	0.314131863	0.007365426	1	0.016491583	0.00084653	0.013237409	0.057248709	0.00119726	0.022262364	0.139783678	0.061073256	0.073717829	0	0.091669308	0.078457483	0.009689834	0.023084142	0.043586891	0.080943147	0.013450551	0.043240478	0.071334906	0.012917323	0.027676992	0.015113852	0.006451015	0.02562653
ZNF652	0.035541166	0.874124158	0.914644567	0	5.32697E-05	7.79069E-05	0.088954037	0.007978028	0.080583684	0.004346246	0.049092349	0.012872979	0.584488797	0.010415498	0.148742269	1	0.039249313	0.183199774	0.006818163	0.004622899	0.000218861	0.027360588	0.291093671	0.003143311	0.023629771	0	0.003756605	0.197436647	0.095984343	0.006196583	0.023096228	0.251859972	0.000115271	0.035816851	0.035807301	0.376330066	0.00439292	0.043947264	2.6E-11	0.026733654
RTEL1	0.042270779	0.158850351	0.019124155	0	0.018527024	0.039725504	0.035324927	0.027864095	0.031255404	0.047084835	0.028989469	0.026826239	0.018509164	0.061328868	0.02500995	0.070341953	0.013600568	0.014656594	0.011292947	0.019521934	0.005110183	0.014667549	0.013094433	0.02358161	0.015418888	0	0.015839297	0.034129535	0.040353546	0.029505123	0.034195727	0.027010607	0.02697086	0.038751771	0.037628749	0.060646444	0.038011405	0.036435124	0.034424522	0.03721942
MICA	0.059341839	1	0	1.32595E-15	0.010818212	0.403004101	0	8.15457E-07	0.046197197	0.000787521	0.002637511	0.102953787	0	1	1.64726E-09	1	8.72601E-09	1	8.26894E-06	0.385687514	0	0.000806658	0.777145257	0.006291173	0.101428792	0	1	0.629733144	0.00000422	0.000101139	0.142136158	1	0.036755308	0.000761856	0.077072697	1	0.025424622	0.029452871	0.095134331	0.2230079
TCHH	0.05964519	2.01985E-07	2.80184E-05	0.070648953	1	1	0.125251226	0.010588811	0.000886259	0.000158042	0.025135753	0.029180629	0	1.19661E-10	0.040278649	0.190090474	0.025282381	0.016066649	0.266648431	0.047984325	0.024920657	0.030389901	0.03319442	0.017785575	0.031357035	0	0.017331352	0.042195517	0.001184074	0.033221821	0.041775401	0.160157477	0.000381933	1.06E-11	0.030712933	0.0000121	0.037628749	0.037628749	0.032280554	1.37E-11
GMEB2	0.060572281	0.164123351	0.00436149	0.170697916	0.058202708	0.005921418	0.063110807	0.013805599	0.002233341	0.034900731	0.041281317	0.01937126	0	0.081684648	0.048884127	0.001903469	0.009680939	0.589189514	0.130272315	0.018834132	0.072587086	0.02529751	0.009671978	0	0.042178869	0.000958448	0.033599993	0.03931574	0.073748336	0.053546998	0.011021954	0.005588934	0.091218116	0.149604674	0.057344926	0.508963102	0.027711727	0.042604154	0.137830259	0.05049772
KIAA1109	0.065106067	1.14342E-06	1	0	6.87505E-14	0.001046383	1.39557E-05	7.08206E-05	4.70434E-07	1.58706E-06	0.009526088	0.01202193	1	8.25536E-08	1.18737E-05	0.299360297	0.160992172	4.46053E-05	8.62833E-07	0.036053112	0	0.004187889	0.315216637	4.35434E-05	0.005896995	1	5.85383E-06	0.662162657	0.000780366	0.024331881	0.108279395	1	0.000758247	0.027436317	0.015444675	0.305599436	0.022213417	0.036384923	0.00000402	0.112909344
TMPPE	0.077978227	0.020845144	0.015639689	0	0.039950109	0.018044687	0.033545638	0.017147192	0.016812033	0.014049498	0.021065456	0.018968488	0.031754561	0.025513269	0.025883064	0.000458387	0.007482	0.001442761	0.012056533	0.007890196	0.007410466	0.004208281	0.029517277	0	0.004784884	0.006588048	0.000241514	0.060237152	0.030005102	0.029471756	0.037624792	0.031965671	0.03229953	0.035063595	0.037628749	0.041076053	0.039916423	0.037628749	0.030243689	0.039938016
LSM2	0.094658887	5.47345E-06	0.033510152	0	0.196441115	1	0	0.234517222	0.244645279	0	0.001279058	0.000192646	0	1	0.103701046	1	0.016658337	1	0.571349227	1	0	0.027752604	1	3.61623E-17	0.00707404	0	1	1	0.179028663	0.000000163	0.148982833	1	7.35E-12	0.768007554	0.04425324	1	0.030898094	0.025299535	0.0000224	0.010026021
PUS10	0.103899623	0.017881479	0.033192376	0.323318155	0.042051529	0.312736854	0.005269257	0.022288782	0.003789324	0.001743696	0.027517332	0.023049359	0	0.053415616	0.023408993	0.016019401	0.027336454	0.894509753	0.059186252	0.039072418	0.01173868	0.027173422	0.046291204	0.006993192	0.039138992	0	0.039662148	0.073544147	0.008996681	0.026940278	0.047486324	0.023627694	0.026825194	0.047579085	0.045675734	0.361756944	0.026734983	0.033012664	0.013279728	0.008735645
RAB1B	0.106335171	3.37515E-16	0	5.0199E-06	1	0.098393203	0.000154682	0	0.505094145	0.719827307	0.000371839	2.60404E-06	0	1	3.3587E-07	0.07863456	4.2014E-10	1	0.534294666	0.29281565	0	7.85244E-06	0.602720556	0	0.005361077	0	0.445678769	0.146383601	2.02E-09	0	6.03E-18	0.708127829	5.2E-13	0.021220203	0.053700243	1	0.000510922	0.048576533	2.23E-13	0.171767345
SCAF8	0.123818656	0.587545466	1.20784E-07	1	0.111954302	5.74515E-06	4.00424E-05	0.000251359	3.32371E-05	2.37406E-06	0.010176588	0.00673819	0	0.004353801	0.008528472	0.427587847	0.064953969	0.805349399	0.000819058	0.120674759	0.002851346	0.010123318	0.010498206	0.000128912	0.032453382	0	0.158098547	0.031954178	0.0000725	0.064134455	0.020755508	0.001917165	0.007374789	0.0000136	0.047949887	0.000563253	0.118569132	0.034007528	0.007616103	0.195294649
ACOXL	0.129952342	0.021768244	0.16008653	0	0.549924931	0.01608282	0.034717948	0.031250062	0.017732238	0.015944876	0.042970471	0.030998183	0.093235836	0.004180855	0.007225065	0.003747718	0.002796343	0	0.007828175	0.002527552	0.004073191	0.003551607	0.002732156	0.001800739	0.003686497	0.007502464	0.003140965	0.037628749	0.007519111	0.036954184	0.037827695	0.022723592	0.022022364	0.001863734	0.037628749	0.037774696	0.016398984	0.036435124	0.005377085	0.037232915
OPRL1	0.130184487	0.012980694	0.015562227	0	0.025762372	0.023994805	0.050566388	0.023580791	0.02094825	0.016728398	0.022714754	0.021522235	0.024375851	0.018492126	0.04953229	0.017221691	0.008444517	0.00241822	0.013149124	0.019349846	0.008137748	0.010042861	0.021787145	0.007350478	0.010331094	0	0.006561345	0.04749842	0.028807021	0.033595127	0.038228862	0.046644535	0.024935969	0.03708565	0.037628749	0.038195103	0.036646	0.036435124	0.026644702	0.04389499
CAPSL	0.131208565	0.007205931	0.012900127	0	0.060215224	0.01333499	0.026623894	0.02480193	0.01431013	0.013275595	0.019937065	0.019045118	0.024822604	0.004480574	0.004192383	0.000200623	0.002471023	0	0.001762513	0.002340576	0.002547602	0.002835754	0.002439903	0.001387486	0.00290062	0.011667135	0.001078614	0.037628749	0.012015838	0.037628749	0.037628749	0.037628749	0.030339025	0.023381041	0.037628749	0.036158496	0.037381369	0.035268076	0.031820521	0.037628749
CCHCR1	0.161600914	0.010946904	0.000212433	1	2.15336E-05	0.009412313	0.001633088	0.00718011	1	0.07602238	0.022052856	0.040875266	0	0.076383777	0.005854054	0.285891569	0.022115788	0.696896027	0.007473913	0.054115941	0.003539189	0.026790326	0.309408901	0.030278053	0.024599291	0	0.041064043	0.021226289	0.00000758	0.001281148	0.001993554	0.046500072	0.001520193	0.010185098	0.01966276	0.006108803	0.026689607	0.035157722	0.000104059	0.036575676
NFKBIL1	0.170363108	1	0	0.717531184	0.314699373	0.16495874	1.8133E-11	6.00855E-07	0.00711256	0.698046345	0.013861352	0.000400406	0	1	0.046378544	1	0.005689418	1	0.430503784	0.049680984	0.100148887	0.004566535	0.94226041	2.32886E-07	0.008538649	0	0.019059715	0.613958525	0.000162712	2.41E-17	3.06E-13	1.85E-10	0.233491951	0.092027233	0.032476378	1	0.083940394	0.045626159	0.001051426	0.009087503
AGPAT1	0.172107671	1	5.49739E-09	0	0.382500604	0.000798072	0.536566406	0.004032821	0.029212924	1	0.014318981	0.042422349	0	1	1	1	0.00180718	2.73519E-11	0.717357639	0.031981976	0.003356681	0.006811869	0.604303846	0.096450992	0.023208746	0	0.409534704	0.440055924	0.634783379	7.4E-11	1.38E-12	0.000238326	0.0000035	0.263439677	0.021085554	0.16688135	0.01714546	0.017078817	0.00000437	0.054130445
RAD50	0.189057312	1	0.000157518	0.862084608	0.022009931	0.00054898	1.61671E-07	0.004083648	0.071135828	0.250414075	0.034279568	0.02834716	2.31325E-05	0	0.001652752	0.613178466	0.011868872	1	0.001257858	0.018074176	1.67921E-08	0.01164673	0.130546971	0.001972909	0.041625371	0	1.11698E-06	0.109875034	0.001343033	0.023107385	0.000467016	0.003755723	0.002773784	0.005730523	0.048363912	1	0.042238148	0.030860374	0.000407685	0.065724962
TMEM258	0.213645717	1	0	0	1	1	1	1	1	0.813385958	0.622716814	1.65803E-05	0	1	1	1	0	9.86628E-15	1	0.366790953	0.072799551	0.000801025	1	0	0.046834366	0	0.113850727	1	1	1	0.479504164	1	1	1	0.433186587	1	0.106484789	0.000100959	1	1
MEIKIN	0.293347118	0.008986542	0.0167378	0	0.090127832	0.018542873	1	0.029387722	0.020515946	0.018425639	0.033600687	0.031341592	0.00294564	0.004984859	0.340770119	0.006849901	0.023082666	0.004517344	0.175047116	0.021816234	0.070111689	0.026804521	0.022777471	0.013567711	0.02749461	0	0.011261197	0.037628749	0.106094992	0.037628749	0.037628749	0.038364295	0.001144568	0.124309189	0.037628749	0.037493406	0.037381369	0.037628749	0.037146071	0.037628749
MICB	0.40856891	0.339856752	0.050670532	0	0.335626421	0.007063939	0.138266827	0.010978426	2.42608E-06	0.030746797	0.023134073	0.034219507	1	0.062142154	0.607680359	0.15567317	0.070092138	0	0.228065105	0.024166889	0.203980862	0.026092838	0.0272476	0.000981676	0.019954053	0.112237658	0.046669056	0.115236978	0.171661562	0.033069726	0.004110776	0.015630169	0.093998887	0.084875164	0.022098776	0.003785111	0.061650535	0.039935983	0.00000298	0.040483098
